SoftSensConf_Version:1.0.0.0;DateTime_Logging: 20/02/2021 | 12:18:23
DeviceName;LRV;URV;ALARM-L;ALARM-H;DateTimeOfConfig
LASEMNREAS;10;100;5;50;20/02/2021 | 12:18:23
