SoftSensConf_Version:1.0.0.0;DateTime_Logging: 27/04/2021 | 23:21:37
DeviceName;LRV;URV;ALARM-L;ALARM-H;DateTimeOfConfig
JustMe;25;35;2;12;27/04/2021 | 23:21:37
