SoftSensConf_Version:1.0.0.0;DateTime_Logging: 29/04/2021 | 12:23:22
DeviceName;LRV;URV;ALARM-L;ALARM-H;DateTimeOfConfig
Terminator;0;270;0;100;29/04/2021 | 12:23:22
